近世経済データベース（2018年3月1日）,,,,,,,,,,,,,,,
和暦,西暦,月日,天気,経済的事象,自然災害・災害など,騒動,金相場最小値,金相場最高値,金相場メモ,銭相場最小値,銭相場最高値,銭相場メモ,米相場,米相場メモ,備考
天明7年,1787年,9月3日,快晴,２日、大坂東町奉行所へ罷出る、上納金についての口上書差上げるも、年寄奥印をとるよう仰せ渡される。金１０両を上納することを申し上げる,,,55.6,,,9.16,9.17,,78,加賀米,
天明7年,1787年,9月4日,快晴,,,,55.6,,,9.15,9.16,,78,加賀米／「節句前今日限」,
天明7年,1787年,9月5日,曇天,,,,55.45,55.5,,9.14,9.15,,,「節句前立会なし」,
天明7年,1787年,9月6日,快晴,,,,55.5,,,9.16,9.18,,,「節前休日」,
天明7年,1787年,9月7日,曇天,,,,55.45,,,9.16,9.17,,,「右同断」,
天明7年,1787年,9月8日,曇天,,,,55.4,55.45,,9.14,9.15,,,「同断」,
天明7年,1787年,9月9日,雨天、八つ時頃より天気,,,,,,,,,,,,「相場休日」
天明7年,1787年,9月10日,,,,,55.4,,,9.13,,,,「立会なし」,
天明7年,1787年,9月11日,曇天、昼時より雨天,,,,55.25,55.3,,9.15,9.16,,81,加賀米,
天明7年,1787年,9月12日,快晴,,,,55,55.05,,9.17,9.18,,81,加賀米,
天明7年,1787年,9月13日,天気,,,,54.7,,,9.22,,,,「休日」,
天明7年,1787年,9月14日,天気,,,,54.8,,,9.2,,,80,加賀米,
天明7年,1787年,9月15日,天気,,,,54.6,,,9.19,,,79.5,加賀米,
天明7年,1787年,9月16日,天気,,,,54.45,,,9.2,,,,「月並休」,
天明7年,1787年,9月17日,快晴,江戸状着、臨時取下銀を来る２３日と来月５日に６００貫匁ずつ渡される,,,54.6,54.65,,9.24,9.25,,79,加賀米,
天明7年,1787年,9月18日,快晴,,,,54.6,,,9.25,,,79.8,加賀米,
天明7年,1787年,9月19日,曇天、今夜中雨降,井伊掃部頭御役御免との情報（江戸飛脚より）,,,54.5,54.6,,9.22,9.23,,78.8,加賀米,
天明7年,1787年,9月20日,曇天,,,,54.6,54.65,,9.2,,,79,加賀米,
天明7年,1787年,9月21日,快晴,,,,54.6,54.65,,9.22,9.23,,78.5,加賀米,
天明7年,1787年,9月22日,天気,金方より三井・十人組・十人両替が呼出し。１０月６日上納の小判７２００両買上入札を仰せ渡され、十人組落札,,,54.6,,,9.23,,,,加賀米／「休日」,
天明7年,1787年,9月23日,天気、風立冷気強,,,,54.75,,,9.22,,,76.2,加賀米,
天明7年,1787年,9月24日,曇天,坂嵜より呼出し、両替屋のうち銭売買する者について増歩の調べあるも、当方銭商い一切ない旨返答,,,54.8,54.9,,9.24,9.25,,77.5,加賀米,
天明7年,1787年,9月25日,快晴,,,,54.7,54.75,,9.23,,,,加賀米／「休日」,
天明7年,1787年,9月26日,曇天,,,,54.9,,,9.22,9.23,,76.5,加賀米,
天明7年,1787年,9月27日,天気,,,,55,,,9.25,,,,「御霊神事に付休」,
天明7年,1787年,9月28日,天気,大坂町奉行より、両替役銀について銘々が書き出した金高を納め、残金を上納をするかしないかを返答するよう仰せ渡される,,,54.9,,,9.25,,,74.5,加賀米,
天明7年,1787年,9月29日,快晴,,,,55.1,,,9.23,9.24,,74.5,加賀米,
天明7年,1787年,9月30日,天気,,,,55.05,,,9.23,9.24,,75.5,加賀米,
天明7年,1787年,10月1日,快晴,,,,55.1,55.15,,9.24,9.25,,76.3,加賀米,
天明7年,1787年,10月2日,雨天,柳生主膳正が町奉行へ役替との情報（江戸屋源右衛門より）／先月２８日に東町奉行所地方役所で命じられた両替役銀を持参,,,55.05,55.1,,9.24,9.25,,76.4,加賀米,
天明7年,1787年,10月3日,快晴,臨時５００貫匁を渡されることにともない、割合書と後明書付を月番へ差上げ／坂崎より印形を持参するよう申越し（両替役銀願書について）,,,54.9,54.95,,9.22,9.23,,76.5,加賀米,
天明7年,1787年,10月4日,晴天,,,,54.85,54.9,,9.23,9.24,,76.5,加賀米,
天明7年,1787年,10月5日,天気,臨時為替受取り／大坂東町奉行所より、両替役銀御赦免聞き届けなし。また、仲間一統で願書を差出すことは徒党を組むことになり不届であり、御嘆きの筋は銘々で申し出るよう仰せ渡される,,,54.8,,,9.24,,,,「休日」,
天明7年,1787年,10月6日,晴天,,,,54.65,,,9.26,,,74.5,加賀米,
天明7年,1787年,10月7日,雨天,両替役銀の件で、仲間一統にて大坂東町奉行所へ罷り出る。三井も増金を差出すべきと命じられる。他家も厳しき御叱りがあったとのこと／書院番・京都町奉行などの役替の情報（江戸飛脚より）／田沼主殿頭、３万７０００石と相良城召し上げられる。嫡孫龍助へ１万石下さる,,,54.55,,,9.24,9.25,,75.5,加賀米,
天明7年,1787年,10月8日,快晴,,,,54.5,,,9.26,,,75.5,加賀米,
天明7年,1787年,10月9日,快晴,,,,54.55,,,9.25,9.26,,75.4,加賀米,
天明7年,1787年,10月10日,快晴,,,,54.5,54.6,,9.25,9.26,,75.5,加賀米,
天明7年,1787年,10月11日,快晴,両替役銀につき、本町泉利方にて仲間寄合。三井は不参加,,,54.55,54.6,,9.28,9.29,,74.8,加賀米,
天明7年,1787年,10月12日,快晴,昨夜の両替寄合について承合（両替役銀について）,,,54.65,54.7,,9.27,9.28,,,加賀米／「建替に付立会なし」,
天明7年,1787年,10月13日,快晴,両替役銀について、仲間寄合にて増金せず嘆願書を出すことになったが、三井は少金のため、３両上納するとの書付を差上げる,,,54.65,,,9.27,,,,加賀米／「右同断」,
天明7年,1787年,10月14日,快晴,,,,54.6,,,9.26,9.27,,,加賀米／「立替に付立会なし」,
天明7年,1787年,10月15日,雨天、霰降る,,,,54.65,54.7,,9.28,,,,「立替前に付立会なし」,
天明7年,1787年,10月16日,風立、寒冷強,,,,55,55.05,,9.3,,,,「立替前に付立会なし」,
天明7年,1787年,10月17日,風立、寒冷強,両替役銀につき大坂東町奉行所へ罷り出る、１３日の書付願いの少金ではすまないと仰せられ、書付を御下げ,,,54.7,54.75,,9.32,9.33,,77,肥後米／「今日より建替、実入石四五升」,
天明7年,1787年,10月18日,快晴,大坂町奉行に松平治郎兵衛が役替などの情報（江戸飛脚より）,,,54.95,,,9.36,,,75,肥後米,
天明7年,1787年,10月19日,,,,,54.95,55,,9.38,,,73.5,肥後米,
天明7年,1787年,10月20日,晴天,,,,55.3,55.4,,9.45,9.47,,,「休日」,
天明7年,1787年,10月21日,快晴,,,,55.4,55.45,,9.39,9.4,,72,肥後米,
天明7年,1787年,10月22日,雨天,,,,55.35,,,9.45,,,70.3,肥後米,
天明7年,1787年,10月23日,天気,役銀につき口上、出金について御赦免を願う,,,55.3,,,9.42,,,70,肥後米,
天明7年,1787年,10月24日,天気,,,,55.4,,,9.44,,,69.5,肥後米,
天明7年,1787年,10月25日,快晴,,,,55.2,,,9.4,,,70,肥後米,
天明7年,1787年,10月26日,晴天,,,,55.2,,,9.42,,,,「庚申に付休日」,
天明7年,1787年,10月27日,晴天、暖気,町奉行所地方役所に罷出る。両替役銀は重きことであり、日延べは許さないと仰せられる。２両増し積り（都合５両）の書付を差上げる,,,55.1,,,9.42,,,69,肥後米,
天明7年,1787年,10月28日,快晴,,,,55.1,55.15,,9.47,9.48,,71.4,肥後米,
天明7年,1787年,10月29日,快晴,,,,55.05,55.1,,9.57,9.58,,73.5,肥後米,
天明7年,1787年,10月30日,曇天,,,,55.1,,,9.51,,,73.5,肥後米,
天明7年,1787年,11月1日,快晴,,,,55.05,,,9.51,,,72.4,肥後米,
天明7年,1787年,11月2日,晴天,,,,55.1,55.15,,9.55,9.57,,71.8,肥後米,
天明7年,1787年,11月3日,快晴,,,,55.1,,,9.65,9.67,,71.7,肥後米,
天明7年,1787年,11月4日,快晴,,,,55.1,,,9.66,,,72.6,肥後米,
天明7年,1787年,11月5日,快晴,,,,55.15,,,9.8,,,73.3,肥後米,
天明7年,1787年,11月6日,曇天,,,,55.35,55.4,,9.85,9.9,,72.8,肥後米,
天明7年,1787年,11月7日,快晴,,,,55.75,,,9.85,,,74.5,肥後米,
天明7年,1787年,11月8日,晴天,,,,55.8,,,10.1,,,,「休日」,
天明7年,1787年,11月9日,晴天,,,,55.6,,,10.1,,,77.3,肥後米,
天明7年,1787年,11月10日,,,,,55.55,,,10,,,77.6,肥後米,
天明7年,1787年,11月11日,天気、風立、寒冷強,,昨９日夜、出水通東堀川北角茶屋宗味より出火し、東へ半町程焼け、東堀川へ火移り、北へ半町余り焼けとの情報（京店状より）,,55.55,,,9.97,,,76.2,肥後米,
天明7年,1787年,11月12日,冬至、寒気強,江戸書状到着。二条・大津為替家賃引き当てのうち、臨時為替銀３００貫匁を仰せ渡される,,,55.3,,,9.9,,,75.7,肥後米,
天明7年,1787年,11月13日,晴天,臨時為替渡しについて、１６日に御渡し／大坂東町奉行所へ十人両替召し出し、両替役銀増金書き出しの分、来る１５日に上納するよう仰せ渡される,,,55.3,,,9.85,,,76,肥後米,
天明7年,1787年,11月14日,曇天,臨時為替について、１６日に渡し下される,,,55.3,,,9.96,,,76.9,肥後米,
天明7年,1787年,11月15日,霜降,両替役銀増金分、５両上納,,,55.25,55.3,,9.92,9.93,,77.7,肥後米,
天明7年,1787年,11月16日,快晴、寒冷風強,,,,55.05,,,9.88,,,,「休日」,
天明7年,1787年,11月17日,晴天、寒冷風強,,,,55.1,,,9.86,9.87,,77.4,肥後米,
天明7年,1787年,11月18日,快晴,,当９日夜、茅場町鎧の渡し場河岸より出火し、表茅場町半丁程、裏茅場町壱丁ばかり両側残さず焼けるとの情報（江戸飛脚より）,,55.4,,,9.9,,,78,肥後米,
天明7年,1787年,11月19日,晴天,,江戸無番状着。新吉原中の町水道尻稲荷の際より出火し、吉原五丁目など全焼、小梅水戸御蔵屋敷御家中少々焼け,,55.25,,,9.98,9,,78.4,肥後米,
天明7年,1787年,11月20日,快晴,,,,55.3,,,9.98,,,77.2,肥後米,
天明7年,1787年,11月21日,快晴,,,,55.4,,,10.02,10.03,,76.6,肥後米,
天明7年,1787年,11月22日,快晴,,,,55.55,,,9.94,9.95,,76.5,肥後米,
天明7年,1787年,11月23日,雨天,,,,55.7,,,9.92,9.93,,77.5,肥後米,
天明7年,1787年,11月24日,曇天,,,,55.7,,,9.91,,,,「大師講に付休」,
天明7年,1787年,11月25日,晴天、寒気、四時曇る,,,,55.8,,,9.91,9.92,,77.5,肥後米,
天明7年,1787年,11月26日,寒気強、昼時より曇る,,,,55.7,,,9.92,,,76.1,肥後米,
天明7年,1787年,11月27日,快晴、寒気強,,,,55.8,,,9.92,9.93,,,肥後米／「休日」,
天明7年,1787年,11月28日,,,,,55.85,,,9.95,,,75.7,肥後米,
天明7年,1787年,11月29日,晴天,,,,55.95,,,10.03,10.04,,75.7,肥後米,
天明7年,1787年,12月1日,,,,,55.95,,,9.98,9.99,,75.5,肥後米,
天明7年,1787年,12月2日,快晴　暖気,,,,55.75,,,10.03,,,76.8,肥後米,
天明7年,1787年,12月3日,雨天,先月２６日出の江戸書状到着、臨時為替９００貫匁を６０日限で御渡しの旨を仰せ渡される／両替屋一統呼び出し。大坂町奉行より両替役銀について、江戸表はすでに上納したので８日までに返答するよう仰せ渡される,,,55.75,,,10.05,10.06,,76.4,肥後米,
天明7年,1787年,12月4日,快晴,両替仲間で昨日呼ばれなかった者を呼出し、厳しく仰せ付けられ、来る９日までに返答することなど,,,55.6,,,10.02,10.03,,76.3,肥後米,
天明7年,1787年,12月5日,雨天,,,,55.7,,,10.04,10.05,,76.2,肥後米,
天明7年,1787年,12月6日,曇天,両替役銀のことで両替仲間が寄合、三井は不参加,,,55.65,,,10,,,76.8,肥後米,
天明7年,1787年,12月7日,天気,両替役銀につき、昨夜の寄合の上、十人両替間一統の歎願書を差上げ,,,55.75,,,10.02,10.03,,77.2,肥後米,
天明7年,1787年,12月8日,快晴,明日渡しの臨時為替証文を、月番へ差上げ／大坂東町奉行所へ十人両替罷り出る、仲間一統御歎願書を差上げ,,,55.75,,,9.98,,,77.7,肥後米,
天明7年,1787年,12月9日,晴天,当日渡臨時為替受取り／両替役銀は昨夜坂崎での相談の通り、仲間より金高５００両上納のこと,,,55.65,55.7,,9.97,9.98,,78.2,肥後米,
天明7年,1787年,12月10日,快晴,,,,55.8,,,10,,,80.2,肥後米,
天明7年,1787年,12月11日,天気,,,,55.9,,,10.03,,,79.5,肥後米,
天明7年,1787年,12月12日,快晴,,,,55.75,,,10.01,,,80.5,肥後米,
天明7年,1787年,12月13日,天気、暮頃より少雨,,,,55.55,,,10,,,,肥後米／「休日」,
天明7年,1787年,12月14日,快晴,,,,55.35,55.4,,9.93,9.94,,81.5,肥後米,
天明7年,1787年,12月15日,曇天,今日両替仲間のうち４０軒ばかり召しだされる、上納金のうち延納の分は当月中に納めること,,,55.35,,,9.93,,,80.3,肥後米,
天明7年,1787年,12月16日,,,,,55.35,55.4,,9.91,9.92,,80.2,肥後米,
天明7年,1787年,12月17日,晴天,,,,55.35,55.4,,9.95,,,79,肥後米,
天明7年,1787年,12月18日,晴天、甚寒,,,,55.35,,,9.99,,,78.8,肥後米,
天明7年,1787年,12月19日,晴天、甚寒、風立,,,,55.55,,,9.98,9.99,,80.2,肥後米,
天明7年,1787年,12月20日,晴天、甚寒,,,,55.5,,,10.01,,,80.9,肥後米,
天明7年,1787年,12月21日,晴天,,,,55.4,55.5,,10.01,,,81.8,肥後米／「仕舞相庭」,
天明7年,1787年,12月22日,曇天,,,,55.35,,,10.04,,,,肥後米,
天明7年,1787年,12月23日,晴天,,,,55.1,,,10.04,,,,肥後米,
天明7年,1787年,12月24日,天気,,,,55.2,,,9.99,,,,,
天明7年,1787年,12月25日,晴天,両替役銀について、４年分を１０年の割合で納めることを坂嵜より仰せ渡される,,,55.25,,,10,,,,,
天明7年,1787年,12月26日,晴天,,,,55.2,,,9.97,,,,,
天明7年,1787年,12月27日,快晴,,,,55.2,,,9.95,9.97,,,,
天明7年,1787年,12月28日,曇天,,,,55.15,,,9.97,,,,,
天明7年,1787年,12月29日,天気,,,,55.4,,,9.98,,,,,
寛政元年,1789年,1月1日,晴天、厳寒,,,,,,,,,,,,※天明八年分日記録六拾八番一冊闕　（天明九年正月廿五日改元）
寛政元年,1789年,1月2日,晴天,,,,,,,,,,,,
寛政元年,1789年,1月3日,晴天,,,,,,,,,,,,
寛政元年,1789年,1月4日,晴天,越年米１２８万７７６０俵の旨を、京と江戸へ申し遣わす,,,56.3,56.5,,9.83,9.85,,65.5,肥後米,
寛政元年,1789年,1月5日,朝雷,,,,56.25,,,9.82,9.83,,54.9,肥後米,
寛政元年,1789年,1月6日,快晴,,,,56.2,,,9.81,,,,「休」,
寛政元年,1789年,1月7日,曇天、少々雪降,,,,55.8,56,,9.77,9.78,,,「休」,
寛政元年,1789年,1月8日,快晴,,,,55.6,55.7,,9.78,,,,「休日」,
寛政元年,1789年,1月9日,晴天,,,,55.3,55.5,,9.77,9.78,,,「休」,
寛政元年,1789年,1月10日,,,,,,,,,,,,,「諸相庭休日」
寛政元年,1789年,1月11日,曇天、雪少々降,,,,55.5,55.7,,9.81,,,,「休」,
寛政元年,1789年,1月12日,,,,,55.5,55.7,,9.85,,,62.6,肥後米,
寛政元年,1789年,1月13日,曇天,,,,55.7,55.8,,9.9,,,62.4,肥後米,
寛政元年,1789年,1月14日,雨天,,,,55.9,56,,9.85,9.87,,,,
寛政元年,1789年,1月15日,,,,,,,,,,,,,「相庭休日」
寛政元年,1789年,1月16日,,,,,,,,,,,,,「右同斷」
寛政元年,1789年,1月17日,雨天,,,,55.9,,,9.84,,,62.4,肥後米,
寛政元年,1789年,1月18日,天気,,１１日、江戸麻布日向久保帯洗ひ坂（芋洗坂カ）より出火し、長坂十番町焼くなどの情報（江戸屋源右衛門より）,,56,,,9.85,,,63.3,肥後米,
寛政元年,1789年,1月19日,晴天,,,,56.05,,,9.85,9.86,,62.8,肥後米,
寛政元年,1789年,1月20日,,,,,56.1,,,9.86,,,,肥後米／「休日」,
寛政元年,1789年,1月21日,,,,,56.2,,,9.87,,,63.5,肥後米,
寛政元年,1789年,1月22日,天気,,,,56.3,,,9.87,9.88,,,肥後米,
寛政元年,1789年,1月23日,,,,,56.1,,,9.88,,,63.8,肥後米,
寛政元年,1789年,1月24日,晴天、風立,,,,56.2,,,9.78,9.79,,64.5,肥後米,
寛政元年,1789年,1月25日,快晴、風強,,,,56.3,,,9.81,,,,「休日」,※1月25日に寛政に改元。
寛政元年,1789年,1月26日,晴天,,,,56.3,,,9.82,9.83,,63.7,肥後米,
寛政元年,1789年,1月27日,曇天、余寒,,,,56.4,56.5,,9.86,,,64.8,肥後米,
寛政元年,1789年,1月28日,晴天,,,,56.5,,,9.85,,,,「休日」,
寛政元年,1789年,1月29日,晴天,,２３日、江戸目白台の松平大炊介屋敷御殿全焼との情報（江戸屋源右衛門より）,,56.65,,,9.93,,,64.8,肥後米,
寛政元年,1789年,1月30日,晴天,,,,56.5,,,9.93,,,64.9,肥後米,
寛政元年,1789年,2月1日,曇、七時前より雨,,,,56.5,,,9.87,,,,「休」,
寛政元年,1789年,2月2日,雨天,,,,56.6,56.7,,9.87,9.88,,66.8,肥後米,
寛政元年,1789年,2月3日,快晴,,,,56.6,,,9.88,9.89,,69.5,肥後米,
寛政元年,1789年,2月4日,晴天,２日、浜方年行事へ米値段が下値なため引き立てのため手広く買うことを仰せ渡される,,,56.65,,,9.88,9.89,,68.7,肥後米,
寛政元年,1789年,2月5日,雨天,,,,56.7,,,9.93,,,70,肥後米,
寛政元年,1789年,2月6日,快晴,,,,56.65,,,9.91,,,68.7,肥後米,
寛政元年,1789年,2月7日,晴天、余寒,,,,56.65,,,9.9,,,,「初午に付休」,
寛政元年,1789年,2月8日,晴天,,,,56.6,56.7,,9.87,9.88,,68.5,肥後米,
寛政元年,1789年,2月9日,曇天,,,,56.65,,,9.86,9.87,,69,肥後米,
寛政元年,1789年,2月10日,雨天,,,,56.65,,,9.86,,,69.5,肥後米,
寛政元年,1789年,2月11日,雨天,,,,56.5,,,9.84,9.85,,70.8,肥後米,
寛政元年,1789年,2月12日,曇天、春暖,年号改元,,,56.4,,,9.83,9.85,,69.5,肥後米,
寛政元年,1789年,2月13日,雨天,,,,56.25,,,9.85,9.86,,69.8,肥後米,
寛政元年,1789年,2月14日,天気,,,,56.35,,,9.85,9.86,,69.8,肥後米,
寛政元年,1789年,2月15日,晴天,,,,56.45,56.5,,9.86,9.87,,,肥後米／「休日」,
寛政元年,1789年,2月16日,天気,,,,56.5,,,9.85,9.86,,,「休日」,
寛政元年,1789年,2月17日,雨天,,,,56.45,,,9.84,9.85,,69.6,肥後米,
寛政元年,1789年,2月18日,,,,,56.5,,,9.84,9.85,,70.8,肥後米,
寛政元年,1789年,2月19日,雨天,,,,56.5,,,9.85,,,69.9,肥後米,
寛政元年,1789年,2月20日,,,,,56.55,,,9.85,9.86,,69.7,肥後米,
寛政元年,1789年,2月21日,曇天,,,,56.55,,,9.84,9.85,,,「休」,
寛政元年,1789年,2月22日,雨天,,,,56.4,56.5,,9.86,9.87,,,「休」,
寛政元年,1789年,2月23日,雨天,,,,56.35,,,9.82,9.83,,69,肥後米,
寛政元年,1789年,2月24日,快晴,,,,56.4,,,9.87,,,,「休日」,
寛政元年,1789年,2月25日,晴天,,１９日、江戸小石川御門内高松屋敷御殿全焼との情報（江戸屋より）,,56.35,,,9.85,9.86,,68.9,肥後米,
寛政元年,1789年,2月26日,天気,,,,56.15,56.2,,9.83,9.85,,68.9,肥後米,
寛政元年,1789年,2月27日,晴天,,,,56.15,56.2,,9.83,9.85,,,肥後米,
寛政元年,1789年,2月28日,曇天,,,,55.95,56,,9.84,,,,肥後米,
寛政元年,1789年,2月29日,雨天,,,,55.85,,,9.82,9.83,,,,
寛政元年,1789年,2月30日,快晴、風立春寒,,,,55.9,,,9.82,9.83,,,,
寛政元年,1789年,3月1日,快晴,,,,,,,,,,,,
寛政元年,1789年,3月2日,雨天,,,,56.1,,,9.87,9.88,,,「休日」,
寛政元年,1789年,3月3日,快晴,,,,,,,,,,,,「諸相庭休」
